Source,Original ID,Acceptability,Original annotation,Sentence,Material added
SoD-Noun2,7.279d,0,?,Heel dat artikel was toen nog niet verschenen.,0
SoD-Noun2,7.279e,0,?,Heel dat toneelstuk kan me echt niet bekoren.,0
SoD-Noun2,7.281e,0,?,Ik zou heel die vent niet eens een hand willen geven.,0
SoD-Noun2,7.282e,0,?,Ik zou met die hele vent nog geen seconde willen praten.,0
SoD-Noun2,7.282e,0,?,Ik zou met heel die vent nog geen seconde willen praten.,0
SoD-Noun2,7.304c,0,?,De buurman heb ik alleen nog niets verteld.,0
SoD-Adp,1.45b,0,?,Jan rijdt de auto op de weeginstallatie.,0
SoD-Adp,1.75b,0,?,De bus gaat richting het centrum.,0
SoD-Adp,1.92b,0,?,Jan zet zijn hoed van zijn hoofd af.,0
SoD-Adp,1.103b,0,?,Wat zij zegt is dat Jan graag speelt achter.,1
SoD-Adp,1.107b,0,?,In geademd hebben we zuurstof.,0
SoD-Adp,1.107b,0,?,In geademd hebben we zuurstof en uit geademd kooldioxide.,0
SoD-Adp,1.135a,0,?,Achter de optocht aan renden kinderen.,0
SoD-Adp,1.145c,0,?,Achter de optocht aan liepen de kinderen.,0
SoD-Adp,1.146c,0,?,Tegen de ladder aan liep Jan.,0
SoD-Adp,1.152b,0,?,Ze zagen dat Jan daar af sprong.,1
SoD-Adp,1.152c,0,?,Van het dak af sprong Jan.,0
SoD-Adp,1.152c',0,?,Van het dak sprong Jan af.,0
SoD-Adp,1.153c,0,?,Op het hert af sprong de tijger.,0
SoD-Adp,1.153c',0,?,Op het hert sprong de tijger af.,0
SoD-Adp,1.155c,0,?,Onder de brug door reed Jan.,0
SoD-Adp,1.156c,0,?,Tussen de bomen door reed Jan.,0
SoD-Adp,1.157c,0,?,Om de boom heen reed Jan.,0
SoD-Adp,1.158c,0,?,Tussen die twee meisjes in zit Jan.,0
SoD-Adp,1.160d,0,?,Ik denk dat ik morgen toch langs kom bij hem.,1
SoD-Adp,1.160d,0,?,Ik denk dat ik morgen toch langs ga bij hem.,1
SoD-Adp,1.161c,0,?,Achter het huis om liep Jan.,0
SoD-Adp,1.161c'',0,?,Achter welk huis liep Jan om?,0
SoD-Adp,1.162c,0,?,Tegen de muur op klom Marie.,0
SoD-Adp,1.164c,0,?,Naar oma toe gaat Marie.,0
SoD-Adp,1.165c,0,?,Onder haar jas uit hing de voering.,0
SoD-Adp,1.165c,0,?,Onder haar jas uit stak de voering.,0
SoD-Adp,1.165c'',0,?,Onder welke jas hing de voering uit?,0
SoD-Adp,1.165c'',0,?,Onder welke jas stak de voering uit?,0
SoD-Adp,1.207c,0,?,Jan ligt boven de dekens.,0
SoD-Adp,1.214c,0,?,Jan is rond het meer gereden.,0
SoD-Adp,1.215a,0,?,De weg loopt onder de brug.,0
SoD-Adp,1.215b,0,?,De weg loopt tussen de bomen.,0
SoD-Adp,1.217b',0,?,Jan legt het boek van de boekenkast.,0
SoD-Adp,1.219b,0,?,Jan fietst van Utrecht.,0
SoD-Adp,1.219b',0,?,Jan is van Utrecht gefietst.,0
SoD-Adp,1.219c',0,?,Jan is voorbij Groningen gereden.,0
SoD-Adp,1.226a,0,?,Hij gelooft dat Jan morgen van Utrecht rijdt.,1
SoD-Adp,1.248b,0,?,De vogel is buiten zijn kooi.,0
SoD-Adp,1.271b,0,?,Jan wandelde het meer rond.,0
SoD-Adp,1.290b,0,?,Er hebben horden kinderen achter de optocht aan gelopen.,0
SoD-Adp,1.293a,0,?,Het boek lag van de tafel.,0
SoD-Adp,1.293a,0,?,Het boek lag van de tafel af.,0
SoD-Adp,1.294a,0,?,Jan reed van de berg.,0
SoD-Adp,1.297b,0,?,Jan heeft tussen de bomen gereden.,0
SoD-Adp,1.308b,0,?,Jan heeft tegen de berg geklommen.,0
SoD-Adp,1.310a,0,?,De stenen liggen van hier tot de heg toe.,0
SoD-Adp,1.310b,0,?,Jan legt de stenen van hier tot de heg toe.,0
SoD-Adp,1.321e,0,?,De weg loopt tussen de bomen in.,0
SoD-Adp,1.322c,0,?,Jan doet een jas aan zijn lijf.,0
SoD-Adp,1.323b',0,?,Jan doet zijn das van zijn nek af.,0
SoD-Adp,1.324c,0,?,Jan doet haar een jas aan het lijf.,0
SoD-Adp,1.331b,0,?,Marie zit buiten het huis.,0
SoD-Adp,1.343c,0,?,We hoorden dat Jan de deur groen af verfde.,1
SoD-Adp,1.363a',0,?,De hitte verdampte het water.,0
SoD-Adp,1.385a,0,?,Tegen de avond aan komt ik naar huis.,0
SoD-Adp,1.385e,0,?,Tussen die twee lessen werd Jan gearresteerd.,0
SoD-Adp,1.395a,0,?,Zo klinkt het lachen door Urgje.,1
SoD-Adp,1.395b,0,?,Zo klonk het lezen van boeken van Jan.,1
SoD-Adp,1.410b,0,?,Jan bijt in de nek.,0
SoD-Adp,2.22b,0,?,Van deze positie uit kan je de optocht goed zien.,0
SoD-Adp,2.33d,0,?,Tot dan!,0
SoD-Adp,2.50a,0,?,"Op dat het vuurwerk afgestoken wordt, wacht ik niet.",0
SoD-Adp,2.50b,0,?,Dat ik op dat het vuurwerk afgestoken wordt niet langer wacht.,0
SoD-Adp,2.50c,0,?,Dat Jan niet langer wacht op dat het vuurwerk afgestoken wordt.,0
SoD-Adp,2.51,0,?,Jan wacht niet langer op dat het vuurwerk afgestoken wordt.,0
SoD-Adp,2.55c,0,?,Hij zwaaide tegen dat hij vertrok.,1
SoD-Adp,2.72b,0,?,Met de drank op vertrok iedereen snel.,0
SoD-Adp,2.115b,0,?,Hij wandelde met er nog drie in zijn zak.,1
SoD-Adp,2.115c,0,?,Hij wandelde met er nog drie snoepjes in.,1
SoD-Adp,2.115d,0,?,Hij wandelde met er nog drie in.,1
SoD-Adp,2.121b,0,?,Ik zag dat Jan met die das om zijn nek die hij van zijn zusje gekregen had vertrok.,1
SoD-Adp,2.122b,0,?,Ik zag dat Jan met die das om zijn nek van zijn oudste broer vertrok.,1
SoD-Adp,2.131e,0,?,Zonder iemand in het doel kunnen we niet winnen.,0
SoD-Adp,2.131e',0,?,Zonder alle spelers in het doel kunnen we niet winnen.,0
SoD-Adp,3.13b,0,?,De vuilnisbakken staan ongeveer langs de rand van de stoep.,0
SoD-Adp,3.20b,0,?,De ballon hing ver boven het huis.,0
SoD-Adp,3.20b',0,?,Amsterdam ligt ver onder de zeespiegel.,0
SoD-Adp,3.21b,0,?,De wolkenkrabber steekt ver boven de andere huizen uit.,0
SoD-Adp,3.41b,0,?,Er voor in staat een groot orgel.,0
SoD-Adp,3.41b,0,?,Er achter in staat een groot orgel.,0
SoD-Adp,3.41b,0,?,Er midden in staat een groot orgel.,0
SoD-Adp,3.50b,0,?,Jan trok de spijker ver uit de muur.,0
SoD-Adp,3.54a,0,?,Drie centimeter steekt de spijker uit de muur.,0
SoD-Adp,3.54b',0,?,Hoe steekt de spijker uit de muur?,0
SoD-Adp,3.55a',0,?,Drie cm zit de spijker in de muur.,0
SoD-Adp,3.55b',0,?,Schuin zit de spijker in de muur.,0
SoD-Adp,3.67a,0,?,Jan reed gedeeltelijk van Groningen.,0
SoD-Adp,3.67a,0,?,Jan reed gedeeltelijk naar Groningen.,0
SoD-Adp,3.67a,0,?,Jan reed gedeeltelijk tot Groningen.,0
SoD-Adp,3.69b,0,?,Jan liep de hele berg op.,0
SoD-Adp,3.69e,0,?,Jan liep heel het huis voorbij.,0
SoD-Adp,3.69e,0,?,Jan liep het hele huis voorbij.,0
SoD-Adp,3.69f,0,?,Jan liep heel het kanaal langs.,0
SoD-Adp,3.69f,0,?,Jan liep het hele kanaal langs.,0
SoD-Adp,3.84a,0,?,Hoe kort voor de voorstelling vertrok Jan?,0
SoD-Adp,3.96a,0,?,We hoorden dat Jan erg met dit boek in z'n knollentuin is.,1
SoD-Adp,3.96a,0,?,We hoorden dat Jan zeer met dit boek in z'n knollentuin is.,1
SoD-Adp,4.52b',0,?,Dit is de functie waar we Marie toe menoemen.,1
SoD-Adp,4.52c',0,?,Dit is het beroep waar onze studenten toe opleiden.,1
SoD-Adp,4.54a,0,?,We zagen dat ze het probleem er gelukkig toe konden herleiden.,1
SoD-Adp,4.57a,0,?,Als heel knap beschouwde ik hem.,0
SoD-Adp,4.57a,0,?,Als held beschouwde ik hem.,0
SoD-Adp,4.59a',0,?,Ze wisten dat ik hem altijd al beschouwde als heel knap.,1
SoD-Adp,4.60b',0,?,Waar versleten ze Peter er voor?,0
SoD-Adp,4.60d',0,?,Waar maakten ze Peter voor uit?,0
SoD-Verb1,3.235a',0,?,Een judomat valt prettiger dan de vloer.,0
SoD-Verb1,3.262b',0,?,Het geeft gemakkelijk aan het Rode Kruis.,0
SoD-Verb1,3.263a',0,?,Het valt prettiger op een judomat dan op de vloer.,0
SoD-Verb1,3.264c,0,?,Het heeft altijd al beter gevallen op een judomat dan op de vloer.,0
SoD-Verb1,3.266c',0,?,Het kijk in dat museum prettig naar schilderijen.,0
SoD-Verb1,3.277a,0,?,Het schrijft niet op dit papier.,0
SoD-Verb1,3.277b,0,?,Het breit met deze wol.,0
SoD-Verb1,3.277c,0,?,Het werkt als een trein in de vakantie.,0
SoD-Verb1,3.286a',0,?,Die trui wast gemakkelijk.,0
SoD-Verb1,3.286a',0,?,Die trui wast moeilijk.,0
SoD-Verb1,3.286b',0,?,Het hout bewerkt gemakkelijk.,0
SoD-Verb1,3.286b',0,?,Het hout bewerkt moeilijk.,0
SoD-Verb1,3.287a,0,?,Die trui liet zich gisteren gemakkelijk wassen.,0
SoD-Verb1,3.291a,0,?,Die trui laat zich door een specialist gemakkelijk wassen.,0
SoD-Verb1,3.291b,0,?,Het hout laat zich door een timmerman gemakkelijk bewerken.,0
SoD-Verb1,3.301a,0,?,Lieve kinderen laten zich gemakkelijk zulke cadeaus geven.,0
SoD-Verb1,3.337a,0,(?),Marie gaf een kus aan de man die haar in de trein aansprak.,0
SoD-Verb1,3.337a,0,(?),Marie gaf een trap aan de man die haar in de trein aansprak.,0
SoD-Verb1,3.337b,0,(?),Jan gaf een flinke poetsbeurt aan de auto die hij wou verkopen.,0
SoD-Verb1,3.342a,0,?,Peter gaf de bibliotheek het boek.,0
SoD-Verb1,3.381b,0,(?),Jan legde de baby daar bij zijn tante.,0
SoD-Verb1,3.407b,0,?,De kogels floten bij Peter om de oren.,0
SoD-Verb1,3.407b,0,?,De kogels floten bij hem om de oren.,0
SoD-Verb1,3.407c,0,?,De kogels floten om zijn oren.,0
SoD-Verb1,3.407c,0,?,De kogels floten om Peters oren.,0
SoD-Verb1,3.409b',0,?,Het kind zit steeds bij Peter op de lip.,0
SoD-Verb1,3.410a',0,?,De maaltijd lag zwaar bij hem op de maag.,0
SoD-Verb1,3.410a'',0,?,De maaltijd lag zwaar op zijn maag.,0
SoD-Verb1,3.413b',0,?,Die opmerking schoot bij hem in het verkeerde keelgat.,0
SoD-Verb1,3.413c',0,?,Het geld brandt bij hem in de zak.,0
SoD-Verb1,3.422a,0,?,Jan tikte bij hem op de vingers.,0
SoD-Verb1,3.422b,0,?,Jan kuste bij haar op de mond.,0
SoD-Verb1,3.424d,0,?,Jan gaf een tik bij hem.,0
SoD-Verb1,3.430b,0,?,Peter sloeg bij zich op de vingers.,0
SoD-Verb1,3.430b,0,?,Peter sloeg bij zichzelf op de vingers.,0
SoD-Verb1,3.498a,0,?,Het zit vol met fouten in de tekst.,0
SoD-Verb1,3.498c,0,?,Het staat vol met supporters op de tribune.,0
SoD-Verb1,3.509a,0,?,Ik zie dat het in de tuin van de mieren krioelt.,1
SoD-Verb1,3.509b,0,?,Ik zie dat de tuin van de mieren krioelt.,1
SoD-Verb1,3.519a,0,?,Het staat bol van de fouten in die krant.,0
SoD-Verb1,3.521b,0,?,Het duizelde door zijn hoofd van de nieuwe ideeën.,0
SoD-Verb1,1.146c,0,?,Jan zuigt de hele dag stof.,0
SoD-Verb1,1.187b,0,?,"Dat boek, geef direct terug!",0
SoD-Verb1,1.191c',0,?,"Kom eens hier, u daar!",0
SoD-Verb1,1.191c',0,?,"Kom eens hier, u!",0
SoD-Verb1,1.196b,0,(?),Naar jezelf kijken!,0
SoD-Verb1,1.196b'',0,(?),Naar uzelf kijken!,0
SoD-Verb1,1.198c',0,?,"Hier komen, u daar!",0
SoD-Verb1,1.198c',0,?,"Hier komen, u!",0
SoD-Verb1,1.323a,0,?,Jan zit morgen te lezen.,0
SoD-Verb1,1.323a,0,?,Jan ligt morgen te lezen.,0
SoD-Verb1,1.323a,0,?,Jan staat morgen te lezen.,0
SoD-Verb1,1.323b,0,?,Jan zit zich morgen te vervelen.,0
SoD-Verb1,1.323b,0,?,Jan loopt zich morgen te vervelen.,0
SoD-Verb1,1.324,0,?,Jan is morgen aan het dansen.,0
SoD-Verb1,1.371b,0,?,Ik had vanmorgen je artikel na het ontbijt gelezen.,0
SoD-Verb1,2.96a,0,?,Hij is een aanbieder van boeken.,1
SoD-Verb1,2.102a,0,?,Dat is het Marie aangeboden boek.,1
SoD-Verb1,2.102b,0,?,Dat is het Jan beloofde cadeau.,1
SoD-Verb1,2.104a,0,?,Dat is het dit boek aangeboden meisje.,1
SoD-Verb1,2.104b,0,?,Dat is de dit cadeau beloofde jongen.,1
SoD-Verb1,2.105a,0,?,Dat zijn de het meisje overkomen rampen.,1
SoD-Verb1,2.105b,0,?,Dat was de deze jongen goed bevallen vakantie.,1
SoD-Verb1,2.154,0,?,Jan heeft zijn telefoonnummer vergeten.,0
SoD-Verb1,2.201b,0,?,Dat is het gedroomde kasteel.,1
SoD-Verb1,2.203c',0,?,Jan reed Marie weg.,0
SoD-Verb1,2.217c,0,?,Jan veegt de vloer aan flarden.,0
SoD-Verb1,2.252e,0,?,Er wordt naar Groningen gewandeld.,0
SoD-Verb1,2.354a,0,?,De stad heeft al die tijd gebarsten van de toeristen.,0
SoD-Verb1,2.354a',0,?,Jan heeft al die tijd gebarsten van de honger.,0
SoD-Verb1,2.354a',0,?,Jan heeft al die tijd gebarsten van de hoofdpijn.,0
SoD-Verb1,2.354c,0,?,Deze wijn heeft altijd goed bij dit gerecht gepast.,0
SoD-Verb1,2.371d,0,(?),Er wordt naar een broodje verlangd.,0
SoD-Verb1,2.374a,0,?,Zij zijn vragers.,1
SoD-Verb1,2.376a,0,?,Dat is de om een koekje vragende jongen.,1
SoD-Verb1,2.376a,0,?,Dat is de een koekje vragende jongen.,1
SoD-Noun2,5.449b,0,?,Dat is mijn kinds kamer.,1
SoD-Noun2,5.463b,0,?,Ik heb de jongens met hun allen naar de bioscoop gebracht.,0
SoD-Noun2,5.485a,0,(?),"Degene die het eerst klaar is, is de winnaar.",0
SoD-Noun2,5.485a,0,(?),"Diegene die het eerst klaar is, is de winnaar.",0
SoD-Noun2,5.485b,0,(?),"Degenen die klaar zijn, mogen vertrekken.",0
SoD-Noun2,5.485b,0,(?),"Diegenen die klaar zijn, mogen vertrekken.",0
SoD-Noun2,5.485c,0,(?),"Datgene wat je me nu vertelt, wist ik niet.",0
SoD-Noun2,5.493b,0,?,Plotseling kwam de leraar binnen en hij zei dat we weg mochten.,1
SoD-Noun2,5.495a,0,?,Jan ontmoette gisteren Els en ze vertelde hem dat Peter verliefd was.,1
SoD-Noun2,5.498b,0,?,"Marie, ik ken die niet.",0
SoD-Verb1,2.377b,0,?,Dat is de over het probleem vertellende jongen.,1
SoD-Verb1,2.377b,0,?,Dat is de het probleem vertellende jongen.,1
SoD-Verb1,2.404b,0,?,Jan weegt zwaar.,0
SoD-Verb1,2.405c,0,(?),Dat boek kost te duur.,0
SoD-Verb1,2.405c',0,(?),Dat boekt kost duur genoeg.,0
SoD-Verb1,2.406a,0,(?),Het concert is lang.,0
SoD-Verb1,2.406b,0,(?),Jan is zestig kilo.,0
SoD-Verb1,2.406c,0,(?),Dat boek is vijftig euro.,0
SoD-Verb1,2.434b,0,?,Dat zijn hunkeraars naar vrede.,1
SoD-Verb1,2.485a,0,?,Jan wordt geïrriteerd door zijn gezeur.,0
SoD-Verb1,2.485d,0,?,Jan wordt verbitterd door zijn ontslag.,0
SoD-Verb1,2.498c,0,?,De toeschouwers zijn ongeïnteresseerd in zijn verhaal.,0
SoD-Verb1,2.500a,0,?,Dat is de gisteren door die opmerking geïrriteerde jongen.,1
SoD-Verb1,2.500b,0,?,Dat is de gisteren door dat feit verbaasde man.,1
SoD-Verb1,2.503b,0,?,Hij vertelde dat het publiek door die docent voor taalkunde was geïnteresseerd.,1
SoD-Verb1,2.504a',0,?,Hij vertelde dat de koning door die grap werd geamuseerd.,1
SoD-Verb1,2.524b,0,?,Jan werd door die opmerking boos gemaakt.,0
SoD-Verb1,2.572b,0,?,Hij verheugde haar met die uitslag.,0
SoD-Verb1,2.572c,0,(?),Hij verbaasde haar met dit argument.,0
SoD-Verb1,2.574b,0,?,Het truitje wast gemakkelijk.,0
SoD-Verb1,3.44a',0,?,Jan laat naar zijn wonden kijken door de dokter.,0
SoD-Verb1,3.56a',0,?,In het tweede bedrijf werd er door die acteur op tijd gevallen.,0
SoD-Verb1,3.56a',0,?,In het tweede bedrijf werd door die acteur op tijd gevallen.,0
SoD-Verb1,3.56b',0,?,In deze uitvoering wordt er door de acteur op magistrale wijze gestorven.,0
SoD-Verb1,3.56b',0,?,In deze uitvoering wordt door de acteur op magistrale wijze gestorven.,0
SoD-Verb1,3.57a,0,?,In de derde wereld wordt ontzettend veel gestorven.,0
SoD-Verb1,3.57b,0,?,Tijdens die wedstrijd werd ontzettend veel gevallen.,0
SoD-Verb1,3.79b',0,?,Hij vertelde dat de draak met Els werd gestoken.,1
SoD-Verb1,3.91b,0,?,De jongen werden de stuipen op het lijf gejaagd.,0
SoD-Verb1,3.95b,0,?,Hij zei dat elkaars werk de meisjes getoond werd.,1
SoD-Verb1,3.123b,0,?,Hij kreeg het zout aan gegeven.,0
SoD-Verb1,3.141a',0,?,Zij krijgt het boek door de burgemeester aangeboden.,0
SoD-Verb1,3.141c',0,?,Hij kreeg een glas bier door Els ingeschonken.,0
SoD-Verb1,3.142c,0,?,Hij kreeg van Els een glas bier ingeschonken.,0
SoD-Verb1,3.175a,0,?,Zo'n muur verft gemakkelijk voor een ervaren schilder.,0
SoD-Verb1,3.175a,0,?,Zo'n muur verft moeilijk voor een ervaren schilder.,0
SoD-Verb1,3.175a,0,?,Zo'n muur verft plezierig voor een ervaren schilder.,0
SoD-Verb1,3.175b,0,?,Zo'n boek vertaalt gemakkelijk voor een ervaren vertaler.,0
SoD-Verb1,3.175b,0,?,Zo'n boek vertaalt moeilijk voor een ervaren vertaler.,0
SoD-Verb1,3.175b,0,?,Zo'n boek vertaalt plezierig voor een ervaren vertaler.,0
SoD-Verb1,3.188a,0,?,Jan versiert gemakkelijk.,0
SoD-Verb1,3.188b,0,?,Jan opereert gemakkelijk.,0
SoD-Verb1,3.197c,0,?,Rijst eet meestal gemakkelijk.,0
SoD-Verb1,3.209b,0,?,Die glazen hebben altijd al gemakkelijk gebroken.,0
SoD-Verb1,3.209c,0,?,Deze fles is altijd al gemakkelijk omgevallen.,0
SoD-Verb1,3.210a,0,?,De deur bleek automatisch gesloten.,0
SoD-Verb1,3.210b,0,?,De glazen bleken vanzelf gebroken.,0
SoD-Verb1,3.214a',0,?,De deur sloot daarnet gemakkelijk.,0
SoD-Verb1,3.214a',0,?,De deur sloot daarnet moeilijk.,0
SoD-Verb1,3.215a,0,?,De deur is automatisch aan het sluiten.,0
SoD-Verb1,3.215b,0,?,De glazen zijn vanzelf aan het breken.,0
SoD-Verb1,3.218b',0,?,Die glazen braken gemakkelijk vanzelf.,0
SoD-Verb1,3.218b',0,?,Die glazen braken moeilijk vanzelf.,0
SoD-Verb1,3.222a',0,?,Dit type auto verkocht vanmorgen gemakkelijk.,0
SoD-Verb1,3.222c,0,?,Dit type auto is goed aan het verkopen.,0
SoD-Verb2,4.22a,0,?,Jan voorkwam hierdoor net op tijd zijn bril te vermorzelen.,0
SoD-Verb2,4.22b,0,?,Jan voorkwam zo net op tijd te vallen.,0
SoD-Verb2,4.76b,0,?,Els heeft de hele dag over het probleem lopen te piekeren.,0
SoD-Verb2,5.26a,0,?,De vrouw riep dat iedereen gek is die dit leest.,1
SoD-Verb2,5.38b,0,?,Jan vroeg van zijn team dat het altijd beschikbaar was.,0
SoD-Verb2,5.54a,0,?,Heeft Jan aangetoond of vette vis gezond is?,0
SoD-Verb2,5.149e,0,?,"“Peter zal het boek morgen”, zei Marie, “brengen”.",0
SoD-Verb2,5.150e,0,?,"“Peter zal het boek morgen”, zo zei Marie, “brengen”.",0
SoD-Verb2,5.180b,0,?,Hij had een houding als ... dat vertik ik!,0
SoD-Verb2,5.214a',0,?,Jan heeft geknikt van ja.,0
SoD-Verb2,5.214b',0,?,Jan heeft geschud van nee.,0
SoD-Verb2,5.235b,0,?,Duidelijk is het geworden dat Jan de nieuwe voorzitter wordt.,0
SoD-Verb2,5.236b,0,?,Gebleken is het dat vette vis gezond is.,0
SoD-Verb2,5.236b',0,?,Gebleken is er dat vette vis gezond is.,0
SoD-Verb2,5.245a,0,?,Hij zei dat Jan klaagde over dat Marie hem steeds plaagt.,1
SoD-Verb2,5.245b,0,?,HIj zei dat Jan twijfelt over of hij het boek zal lezen.,1
SoD-Verb2,5.245b',0,?,Hij zei dat Jan twijfelt over welk boek hij zal lezen.,1
SoD-Verb2,5.246c,0,?,Jan klaagt altijd over dat het regent.,0
SoD-Verb2,5.278a,0,?,"Jan luistert naar iemand, maar ik weet niet wie.",0
SoD-Verb2,5.289a,0,?,"Jan is onlangs vertrokken, maar ik weet niet wanneer.",0
SoD-Verb2,5.296a,0,?,"Jan roddelt over iemand, maar ik weet niet wie.",0
SoD-Verb2,5.296b',0,?,Jan heeft over je weet wel wie geroddeld.,0
SoD-Verb2,5.297a,0,?,"Jan rekent ergens op, maar ik weet niet op wat.",0
SoD-Verb2,5.304b,0,?,"Ik weet het niet zeker, maar ik heb steeds vermoed een boek.",0
SoD-Verb2,5.455a,0,?,Ik was verbaasd door Jans verwijt aan haar niets te doen.,1
SoD-Verb2,5.455c,0,?,Hij was verbaasd door het verwijt niets te mogen doen.,1
SoD-Verb2,5.483b,0,?,Jan heeft altijd aardig geschenen.,0
SoD-Verb2,5.698c,0,?,Jan voelde zichzelf in slaap sukkelen.,0
SoD-Verb2,5.699a,0,?,Jan ziet zichzelf binnenkort naar Londen gaan.,0
SoD-Verb2,5.699b,0,?,Jan ziet zichzelf niet snel vertrekken.,0
SoD-Verb2,5.707c,0,?,Ik hoor een liedje gezongen worden.,0
SoD-Verb2,5.754c,0,?,Ik heb de was buiten.,0
SoD-Verb2,5.759a,0,?,Marie heeft drie koeien lopen.,0
SoD-Verb2,5.759b,0,?,Jan heeft drie auto's rijden.,0
SoD-Verb2,5.759c,0,?,We hebben tenminste drie turbines draaien.,0
SoD-Verb2,5.760b,0,?,Marie heeft drie koeien grazen.,0
SoD-Verb2,5.766a',0,?,Duidelijk is het dat Peter straks langskomt.,0
SoD-Verb2,5.766b',0,?,Onduidelijk is het of Peter straks langskomt.,0
SoD-Verb2,5.767a,0,?,Een feit is het dat hij te lui is.,0
SoD-Verb2,5.767b,0,?,Een open vraag is het of zij voldoende vaardigheden heeft.,0
SoD-Verb2,6.52c,0,?,Ik dacht dat Peter zijn moeder zou op hebben gebeld.,1
SoD-Verb2,6.53,0,?,Ik denk dat Peter zijn moeder heeft op moeten bellen.,1
SoD-Verb2,6.54b,0,?,Ik denk dat Els het hek zou geel geverfd hebben.,1
SoD-Verb2,6.54b',0,?,Ik denk dat Els het hek zou geel hebben geverfd.,1
SoD-Verb2,6.54c,0,?,Ik denk dat Els het hek heeft geel moeten verven.,1
SoD-Verb2,6.56b',0,?,Ik hoorde dat Els zou paard hebben gereden.,1
SoD-Verb2,6.56c,0,?,Ik hoorde dat Els had paard willen rijden.,1
SoD-Verb2,6.94a,0,?,Hij eiste dat het hek zou rood worden geschilderd.,1
SoD-Verb2,6.123c,0,?,Ik denk dat we met die boeken zitten opgescheept.,0
SoD-Verb2,6.129b,0,?,Ik zie Jan aangefietst komen.,0
SoD-Verb2,6.152,0,?,De bal ligt te rollen op de grond.,0
SoD-Verb2,6.251b,0,?,Haar verraden denk ik niet dat hij doet.,0
SoD-Verb2,6.253b',0,?,Haar verraden denk ik niet dat hij kan.,0
SoD-Verb2,6.254b,0,?,"Haar verraden, dat denk ik niet dat hij doet.",0
SoD-Verb2,6.255b',0,?,Haar verraden dat denk ik niet dat hij kan.,0
SoD-Verb2,7.9b,0,?,Ik dacht dat Jan Marie beweert dat boek te geven.,1
SoD-Verb2,7.14b,0,?,Hij zei dat Jan Marie heeft geprobeerd dat boek te geven.,1
SoD-Verb2,7.58b,0,?,Wij horen dat Jan dat boek heeft schijnen te lezen.,1
SoD-Verb2,7.88a,0,?,Ik denk dat Jan dat boek heeft moeten gaan lezen.,1
SoD-Verb2,7.88b,0,?,Ik denk dat Jan dat boek heeft moeten zitten lezen.,1
SoD-Verb2,7.97a,0,?,Ik hoor dat Jan dat boek schijnt te hebben proberen te lezen.,1
SoD-Verb2,7.97b,0,?,Ik hoorde dat Jan dat boek schijnt te hebben gebeerd te lezen.,1
SoD-Verb2,7.103b,0,?,Ik dacht dat Jan haar dat boek probeert te zien lezen.,1
SoD-Verb2,7.109b,0,?,Hij zei dat Jan Marie de merel zag horen zingen.,1
SoD-Verb2,7.109c,0,?,Hij zei dat Jan Marie haar hond zag laten zwemmen.,1
SoD-Verb2,7.111b,0,?,Ik denk dat Jan Marie de merel laat horen zingen.,1
SoD-Verb2,7.127b,0,?,Ik weet dat Marie waarschijnlijk een boek lezen wil.,1
SoD-Verb2,7.156a,0,?,Jan heeft dat boek lijken te lezen.,0
SoD-Verb2,7.156b,0,?,Wij hoorden dat Jan dat boek heeft lijken te lezen.,1
SoD-Verb2,7.157a,0,?,Jan schijnt dat boek daar te zitten te lezen.,0
SoD-Verb2,7.157b,0,?,Jan gaat dat boek daar zitten te lezen.,0
SoD-Noun2,8.4c,0,?,Hij gaf boeken aan mensen.,0
SoD-Noun2,8.8b,0,?,Hij heeft welk boek gelezen?,0
SoD-Noun2,8.8b',0,?,Hij heeft wat voor een boek gelezen.,0
SoD-Noun2,8.9c',0,?,Ik vroeg aan welke jongen hij welk boek aangeboden had.,0
SoD-Noun2,8.10c',0,?,Aan welke jongen heeft hij welk boek aangeboden?,0
SoD-Noun2,8.11c',0,?,Aan wie heeft hij welk boek aangeboden?,0
SoD-Noun2,8.14a,0,?,Welke jongen denk je dat het boek zal krijgen?,0
SoD-Noun2,8.37a',0,?,Jan zal waarschijnlijk een nieuwe uitnodiging afslaan.,0
SoD-Noun2,8.37b,0,?,De Veiligheidsraad zal waarschijnlijk een tweede aanval veroordelen.,0
SoD-Noun2,8.38a',0,?,Ik hoorde dat Jan enkele boeken waarschijnlijk weggooit.,1
SoD-Noun2,8.38c,0,?,Ik hoorde dat Jan waarschijnlijk sommige boeken weggooit.,1
SoD-Noun2,8.41a',0,?,Ik heb vernomen dat Jan iemand waarschijnlijk uitnodigt.,1
SoD-Noun2,8.41b',0,?,Ik heb vernomen dat Jan iets waarschijnlijk aan Peter wil geven.,1
SoD-Noun2,8.43b,0,?,Marie zal alle studenten waarschijnlijk uitnodigen.,0
SoD-Noun2,8.44b,0,?,Ik heb vernomen dat Jan iedereen waarschijnlijk meeneemt.,1
SoD-Noun2,8.45b',0,?,Ik hoorde dat Jan alles vaak meeneemt.,1
SoD-Noun2,8.52c,0,?,Jij zei dat Jan zijn moeder het waarschijnlijk heeft gegeven.,1
SoD-Noun2,8.57a,0,?,Jan heeft waarschijnlijk in de tuin het boek gelezen.,0
SoD-Noun2,8.57b,0,?,Jan heeft waarschijnlijk in de pauze zijn koffie genuttigd.,0
